CORPORATION,SURVEY,PERIOD,COMPANY_NAME,RDIST_LABEL,STATE_NAME,SITE,PADD,PRODUCT,SUPPLY,QUANTITY
ALON ISRAEL OIL COMPANY LTD,820,14,ALON REFINING KROTZ SPRINGS INC,Louisiana Gulf Coast,Louisiana,KROTZ SPRINGS,3,CAT CRACKING: FRESH FEED,"Downstream Charge Capacity, Next Year (barrels per stream day)",34000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON REFINING KROTZ SPRINGS INC,Louisiana Gulf Coast,Louisiana,KROTZ SPRINGS,3,CAT REFORMING: HIGH PRESSURE,"Downstream Charge Capacity, Current Year (barrels per calendar day)",12000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON REFINING KROTZ SPRINGS INC,Louisiana Gulf Coast,Louisiana,KROTZ SPRINGS,3,CAT REFORMING: HIGH PRESSURE,"Downstream Charge Capacity, Current Year (barrels per stream day)",13000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON REFINING KROTZ SPRINGS INC,Louisiana Gulf Coast,Louisiana,KROTZ SPRINGS,3,CAT REFORMING: HIGH PRESSURE,"Downstream Charge Capacity, Next Year (barrels per stream day)",13000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON REFINING KROTZ SPRINGS INC,Louisiana Gulf Coast,Louisiana,KROTZ SPRINGS,3,"DESULFURIZATION, GASOLINE","Downstream Charge Capacity, Current Year (barrels per stream day)",18000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON REFINING KROTZ SPRINGS INC,Louisiana Gulf Coast,Louisiana,KROTZ SPRINGS,3,"DESULFURIZATION, GASOLINE","Downstream Charge Capacity, Next Year (barrels per stream day)",18000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON REFINING KROTZ SPRINGS INC,Louisiana Gulf Coast,Louisiana,KROTZ SPRINGS,3,"DESULFURIZATION, NAPHTHA/REFORMER FEED","Downstream Charge Capacity, Current Year (barrels per stream day)",14000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON REFINING KROTZ SPRINGS INC,Louisiana Gulf Coast,Louisiana,KROTZ SPRINGS,3,"DESULFURIZATION, NAPHTHA/REFORMER FEED","Downstream Charge Capacity, Next Year (barrels per stream day)",14000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON REFINING KROTZ SPRINGS INC,Louisiana Gulf Coast,Louisiana,KROTZ SPRINGS,3,ISOMERIZATION (ISOPENTANE/ISOHEXANE),"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",6220
ALON ISRAEL OIL COMPANY LTD,820,14,ALON REFINING KROTZ SPRINGS INC,Louisiana Gulf Coast,Louisiana,KROTZ SPRINGS,3,ISOMERIZATION (ISOPENTANE/ISOHEXANE),"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",6220
ALON ISRAEL OIL COMPANY LTD,820,14,ALON REFINING KROTZ SPRINGS INC,Louisiana Gulf Coast,Louisiana,KROTZ SPRINGS,3,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),80000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON REFINING KROTZ SPRINGS INC,Louisiana Gulf Coast,Louisiana,KROTZ SPRINGS,3,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),83000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON REFINING KROTZ SPRINGS INC,Louisiana Gulf Coast,Louisiana,KROTZ SPRINGS,3,"TOTAL OPER CAP (PROJECTED, NEXT YEAR)",Atmospheric Crude Distillation Capacity (barrels per stream day),83000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON REFINING KROTZ SPRINGS INC,Louisiana Gulf Coast,Louisiana,KROTZ SPRINGS,3,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),80000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON REFINING KROTZ SPRINGS INC,Louisiana Gulf Coast,Louisiana,KROTZ SPRINGS,3,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),83000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON REFINING KROTZ SPRINGS INC,Louisiana Gulf Coast,Louisiana,KROTZ SPRINGS,3,VACUUM DISTILLATION,"Downstream Charge Capacity, Current Year (barrels per stream day)",36200
ALON ISRAEL OIL COMPANY LTD,820,14,ALON REFINING KROTZ SPRINGS INC,Louisiana Gulf Coast,Louisiana,KROTZ SPRINGS,3,VACUUM DISTILLATION,"Downstream Charge Capacity, Next Year (barrels per stream day)",36200
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,ALKYLATES,"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",5000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,ALKYLATES,"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",5000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,AROMATICS,"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",1000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,AROMATICS,"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",1000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,ASPHALT & ROAD OIL,"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",7600
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,ASPHALT & ROAD OIL,"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",7600
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,CAT CRACKING: FRESH FEED,"Downstream Charge Capacity, Current Year (barrels per calendar day)",23000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,CAT CRACKING: FRESH FEED,"Downstream Charge Capacity, Current Year (barrels per stream day)",25000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,CAT CRACKING: FRESH FEED,"Downstream Charge Capacity, Next Year (barrels per stream day)",25000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,CAT REFORMING: LOW PRESSURE,"Downstream Charge Capacity, Current Year (barrels per calendar day)",20500
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,CAT REFORMING: LOW PRESSURE,"Downstream Charge Capacity, Current Year (barrels per stream day)",21000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,CAT REFORMING: LOW PRESSURE,"Downstream Charge Capacity, Next Year (barrels per stream day)",21000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,"DESULFURIZATION, DIESEL FUEL","Downstream Charge Capacity, Current Year (barrels per stream day)",23000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,"DESULFURIZATION, DIESEL FUEL","Downstream Charge Capacity, Next Year (barrels per stream day)",23000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,"DESULFURIZATION, HEAVY GAS OIL","Downstream Charge Capacity, Current Year (barrels per stream day)",6500
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,"DESULFURIZATION, HEAVY GAS OIL","Downstream Charge Capacity, Next Year (barrels per stream day)",6500
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,"DESULFURIZATION, KEROSENE AND JET","Downstream Charge Capacity, Current Year (barrels per stream day)",5000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,"DESULFURIZATION, KEROSENE AND JET","Downstream Charge Capacity, Next Year (barrels per stream day)",5000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,"DESULFURIZATION, NAPHTHA/REFORMER FEED","Downstream Charge Capacity, Current Year (barrels per stream day)",25500
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,"DESULFURIZATION, NAPHTHA/REFORMER FEED","Downstream Charge Capacity, Next Year (barrels per stream day)",25500
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,FUELS SOLVENT DEASPHALTING,"Downstream Charge Capacity, Current Year (barrels per stream day)",10000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,FUELS SOLVENT DEASPHALTING,"Downstream Charge Capacity, Next Year (barrels per stream day)",10000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),67000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),70000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,SULFUR (SHORT TONS/DAY),"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",150
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,SULFUR (SHORT TONS/DAY),"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",150
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,"TOTAL OPER CAP (PROJECTED, NEXT YEAR)",Atmospheric Crude Distillation Capacity (barrels per stream day),70000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),67000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),70000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,VACUUM DISTILLATION,"Downstream Charge Capacity, Current Year (barrels per stream day)",24000
ALON ISRAEL OIL COMPANY LTD,820,14,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,VACUUM DISTILLATION,"Downstream Charge Capacity, Next Year (barrels per stream day)",24000
AMERICAN REFINING GROUP INC,820,14,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,ASPHALT & ROAD OIL,"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",65
AMERICAN REFINING GROUP INC,820,14,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,ASPHALT & ROAD OIL,"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",65
AMERICAN REFINING GROUP INC,820,14,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,CAT REFORMING: HIGH PRESSURE,"Downstream Charge Capacity, Current Year (barrels per calendar day)",1800
AMERICAN REFINING GROUP INC,820,14,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,CAT REFORMING: HIGH PRESSURE,"Downstream Charge Capacity, Current Year (barrels per stream day)",2200
AMERICAN REFINING GROUP INC,820,14,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,CAT REFORMING: HIGH PRESSURE,"Downstream Charge Capacity, Next Year (barrels per stream day)",2200
AMERICAN REFINING GROUP INC,820,14,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,"DESULFURIZATION, NAPHTHA/REFORMER FEED","Downstream Charge Capacity, Current Year (barrels per stream day)",3600
AMERICAN REFINING GROUP INC,820,14,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,"DESULFURIZATION, NAPHTHA/REFORMER FEED","Downstream Charge Capacity, Next Year (barrels per stream day)",3600
AMERICAN REFINING GROUP INC,820,14,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,LUBRICANTS,"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",2945
AMERICAN REFINING GROUP INC,820,14,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,LUBRICANTS,"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",2945
AMERICAN REFINING GROUP INC,820,14,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),11000
AMERICAN REFINING GROUP INC,820,14,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),11800
AMERICAN REFINING GROUP INC,820,14,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,"TOTAL OPER CAP (PROJECTED, NEXT YEAR)",Atmospheric Crude Distillation Capacity (barrels per stream day),11800
AMERICAN REFINING GROUP INC,820,14,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),11000
AMERICAN REFINING GROUP INC,820,14,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),11800
GENESIS ENERGY LP,820,14,ANTELOPE REFINING LLC,Rocky Mountain,Wyoming,DOUGLAS,4,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),3800
GENESIS ENERGY LP,820,14,ANTELOPE REFINING LLC,Rocky Mountain,Wyoming,DOUGLAS,4,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),4500
GENESIS ENERGY LP,820,14,ANTELOPE REFINING LLC,Rocky Mountain,Wyoming,DOUGLAS,4,"TOTAL OPER CAP (PROJECTED, NEXT YEAR)",Atmospheric Crude Distillation Capacity (barrels per stream day),4500
GENESIS ENERGY LP,820,14,ANTELOPE REFINING LLC,Rocky Mountain,Wyoming,DOUGLAS,4,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),3800
GENESIS ENERGY LP,820,14,ANTELOPE REFINING LLC,Rocky Mountain,Wyoming,DOUGLAS,4,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),4500
GENESIS ENERGY LP,820,14,ANTELOPE REFINING LLC,Rocky Mountain,Wyoming,DOUGLAS,4,VACUUM DISTILLATION,"Downstream Charge Capacity, Current Year (barrels per stream day)",3500
GENESIS ENERGY LP,820,14,ANTELOPE REFINING LLC,Rocky Mountain,Wyoming,DOUGLAS,4,VACUUM DISTILLATION,"Downstream Charge Capacity, Next Year (barrels per stream day)",3500
FJ MANAGEMENT INC,820,14,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,ALKYLATES,"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",2900
FJ MANAGEMENT INC,820,14,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,ALKYLATES,"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",2900
FJ MANAGEMENT INC,820,14,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,CAT CRACKING: FRESH FEED,"Downstream Charge Capacity, Current Year (barrels per calendar day)",11450
FJ MANAGEMENT INC,820,14,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,CAT CRACKING: FRESH FEED,"Downstream Charge Capacity, Current Year (barrels per stream day)",11500
FJ MANAGEMENT INC,820,14,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,CAT CRACKING: FRESH FEED,"Downstream Charge Capacity, Next Year (barrels per stream day)",11500
FJ MANAGEMENT INC,820,14,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,CAT REFORMING: HIGH PRESSURE,"Downstream Charge Capacity, Current Year (barrels per calendar day)",7200
FJ MANAGEMENT INC,820,14,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,CAT REFORMING: HIGH PRESSURE,"Downstream Charge Capacity, Current Year (barrels per stream day)",7300
FJ MANAGEMENT INC,820,14,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,CAT REFORMING: HIGH PRESSURE,"Downstream Charge Capacity, Next Year (barrels per stream day)",7300
FJ MANAGEMENT INC,820,14,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,"DESULFURIZATION, DIESEL FUEL","Downstream Charge Capacity, Current Year (barrels per stream day)",9500
FJ MANAGEMENT INC,820,14,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,"DESULFURIZATION, DIESEL FUEL","Downstream Charge Capacity, Next Year (barrels per stream day)",9500
FJ MANAGEMENT INC,820,14,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,"DESULFURIZATION, NAPHTHA/REFORMER FEED","Downstream Charge Capacity, Current Year (barrels per stream day)",8900
FJ MANAGEMENT INC,820,14,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,"DESULFURIZATION, NAPHTHA/REFORMER FEED","Downstream Charge Capacity, Next Year (barrels per stream day)",8900
FJ MANAGEMENT INC,820,14,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,ISOMERIZATION (ISOBUTANE),"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",1900
FJ MANAGEMENT INC,820,14,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,ISOMERIZATION (ISOBUTANE),"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",1900
FJ MANAGEMENT INC,820,14,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,ISOMERIZATION (ISOPENTANE/ISOHEXANE),"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",2500
FJ MANAGEMENT INC,820,14,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,ISOMERIZATION (ISOPENTANE/ISOHEXANE),"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",2500
FJ MANAGEMENT INC,820,14,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),30500
FJ MANAGEMENT INC,820,14,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),32000
FJ MANAGEMENT INC,820,14,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,SULFUR (SHORT TONS/DAY),"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",4
FJ MANAGEMENT INC,820,14,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,SULFUR (SHORT TONS/DAY),"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",4
FJ MANAGEMENT INC,820,14,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,"TOTAL OPER CAP (PROJECTED, NEXT YEAR)",Atmospheric Crude Distillation Capacity (barrels per stream day),32000
FJ MANAGEMENT INC,820,14,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),30500
FJ MANAGEMENT INC,820,14,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),32000
BP PLC,820,14,BP EXPLORATION ALASKA INC,West Coast,Alaska,PRUDHOE BAY,5,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),10500
BP PLC,820,14,BP EXPLORATION ALASKA INC,West Coast,Alaska,PRUDHOE BAY,5,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),13000
BP PLC,820,14,BP EXPLORATION ALASKA INC,West Coast,Alaska,PRUDHOE BAY,5,"TOTAL OPER CAP (PROJECTED, NEXT YEAR)",Atmospheric Crude Distillation Capacity (barrels per stream day),13000
BP PLC,820,14,BP EXPLORATION ALASKA INC,West Coast,Alaska,PRUDHOE BAY,5,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),10500
BP PLC,820,14,BP EXPLORATION ALASKA INC,West Coast,Alaska,PRUDHOE BAY,5,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),13000
BP PLC,820,14,BP PRODUCTS NORTH AMERICA INC,Indiana-Illinois-Kentucky,Indiana,WHITING,2,ALKYLATES,"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",25000
BP PLC,820,14,BP PRODUCTS NORTH AMERICA INC,Indiana-Illinois-Kentucky,Indiana,WHITING,2,ALKYLATES,"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",25000
BP PLC,820,14,BP PRODUCTS NORTH AMERICA INC,Indiana-Illinois-Kentucky,Indiana,WHITING,2,AROMATICS,"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",16800
BP PLC,820,14,BP PRODUCTS NORTH AMERICA INC,Indiana-Illinois-Kentucky,Indiana,WHITING,2,AROMATICS,"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",16800
